282	18
283	5
284	25
285	25
286	5
287	67
288	67
289	16
290	10
291	10
292	68
293	68
294	3
295	69
296	69
297	70
298	70
299	10
300	7
301	71
302	71
303	72
304	1
305	1
306	3
307	1
308	0
309	1
310	71
311	25
312	3
313	44
314	44
315	67
316	46
317	46
318	1
319	32
320	5
321	47
322	70
323	55
324	56
325	72
326	72
327	69
328	1
329	0
330	33
331	44
332	23
333	47
334	56
335	56
336	2
337	50
338	68
339	68
340	68
341	73
342	73
343	73
344	40
345	40
346	1
347	30
348	30
349	32
350	32
351	33
352	57
353	0
354	6
355	23
356	46
357	44
358	5
359	23
360	20
361	20
362	10
363	74
364	74
365	2
366	32
367	75
368	75
369	35
370	40
371	76
372	77
373	77
374	17
375	77
376	41
377	78
378	3
379	3
380	18
381	10
382	10
383	10
384	39
385	15
386	48
387	48
388	5
389	12
390	14
391	14
392	35
393	79
394	79
395	22
396	68
397	32
398	57
399	44
400	41
401	80
402	80
403	27
404	3
405	14
406	66
407	2
408	0
409	0
410	8
411	81
412	81
413	52
414	52
415	82
416	82
417	20
418	20
419	56
420	37
421	37
422	2
423	19
424	19
425	63
426	70
427	70
428	0
429	83
430	83
431	38
432	38
433	66
434	75
435	69
436	84
437	84
438	84
439	55
440	22
441	39
442	39
443	1
444	48
445	11
446	77
447	1
448	14
449	14
450	44
451	67
452	0
453	0
454	50
455	20
456	20
457	79
458	16
459	15
460	39
461	39
462	0
463	65
464	42
465	42
466	32
467	28
468	39
469	39
470	28
471	19
472	38
473	73
474	73
475	85
476	85
477	86
478	86
479	87
480	7
481	5
482	1
483	42
484	88
485	88
486	7
487	42
488	42
489	42
490	3
491	3
492	68
493	42
494	0
495	0
496	40
497	44
498	42
499	46
500	5
501	70
502	77
503	67
504	67
505	2
506	56
507	89
508	89
509	58
510	19
511	2
512	2
513	42
514	12
515	41
516	41
517	42
518	33
519	41
520	0
521	1
522	18
523	90
524	90
525	39
526	18
527	6
528	1
529	1
530	17
531	91
532	91
533	25
534	13
535	37
536	38
537	39
538	76
539	69
540	51
541	3
542	19
543	3
544	0
545	47
546	75
547	75
548	15
549	44
550	57
551	57
552	83
553	30
554	91
555	91
556	3
557	2
558	0
559	81
560	5
561	32
562	2
563	73
564	44
565	22
566	22
567	2
568	8
569	92
570	92
571	40
572	22
573	75
574	2
575	31
576	31
577	67
578	67
579	52
580	42
581	93
582	93
583	3
584	19
585	14
586	48
587	1
588	56
589	79
590	36
591	68
592	65
593	75
594	38
595	5
596	94
597	94
598	51
599	2
600	51
601	14
602	0
603	61
604	75
605	0
606	44
607	95
608	95
609	1
610	78
611	55
612	3
613	30
614	21
615	68
616	53
617	2
618	52
619	52
620	84
621	84
622	27
623	11
624	44
625	96
626	96
627	7
628	7
629	73
630	73
631	73
632	86
633	0
634	41
635	69
636	19
637	81
638	41
639	81
640	61
641	4
642	9
643	9
644	8
645	91
646	9
647	2
648	97
649	21
650	2
651	11
652	3
653	3
654	86
655	1
656	5
657	56
658	56
659	5
660	46
661	22
662	52
663	9
664	19
665	11
666	97
667	43
668	12
669	1
670	20
671	18
672	90
673	76
674	29
675	86
676	0
677	96
678	60
679	85
680	90
681	14
682	52
683	41
684	3
685	34
686	68
687	68
688	98
689	98
690	99
691	99
692	11
693	57
694	87
695	0
696	56
697	83
698	10
699	100
700	100
701	0
702	3
703	68
704	50
705	23
706	73
707	53
708	37
709	78
710	53
711	2
712	37
713	37
714	88
715	34
716	38
717	6
718	56
719	101
720	101
721	5
722	50
723	100
724	10
